住宅価格の中央値,経度,緯度,築年数の中央値,合計部屋数,合計ベッドルーム数,人口,世帯数,収入の中央値,海への近さ
113600.0,-121.39,38.59,34.0,1151.0,234.0,563.0,251.0,2.8,INLAND
362500.0,-117.82,33.65,18.0,2105.0,302.0,830.0,286.0,6.3822,<1H OCEAN
341700.0,-118.42,34.16,17.0,277.0,70.0,119.0,59.0,4.0208,<1H OCEAN
140300.0,-118.31,33.96,47.0,2005.0,392.0,1134.0,415.0,3.7143,<1H OCEAN
140400.0,-122.47,37.85,19.0,1926.0,593.0,881.0,546.0,2.9145,NEAR BAY
248100.0,-117.85,33.81,26.0,4186.0,767.0,2447.0,777.0,4.9917,<1H OCEAN
165500.0,-122.01,37.98,25.0,1476.0,336.0,777.0,297.0,3.5179,NEAR BAY
160100.0,-121.84,37.33,28.0,1535.0,330.0,1937.0,317.0,4.1146,<1H OCEAN
160000.0,-118.47,34.23,22.0,8350.0,2717.0,9135.0,2452.0,2.5008,<1H OCEAN
86800.0,-117.28,34.17,26.0,3728.0,888.0,1765.0,727.0,1.7456,INLAND
92200.0,-122.43,40.66,15.0,2532.0,458.0,1183.0,450.0,2.5417,INLAND
53500.0,-118.83,35.2,17.0,1959.0,484.0,1763.0,453.0,2.1357,INLAND
191600.0,-118.13,33.9,38.0,1475.0,269.0,827.0,265.0,4.7663,<1H OCEAN
124000.0,-118.35,34.03,49.0,2334.0,530.0,1334.0,447.0,1.89,<1H OCEAN
199600.0,-120.4,34.87,10.0,2197.0,329.0,1064.0,319.0,4.9766,<1H OCEAN
91200.0,-117.33,33.22,21.0,2868.0,602.0,855.0,559.0,2.7846,NEAR OCEAN
331800.0,-118.33,34.15,44.0,1321.0,303.0,471.0,301.0,4.2679,<1H OCEAN
339300.0,-121.96,37.25,19.0,1858.0,359.0,790.0,347.0,4.5156,<1H OCEAN
135000.0,-117.68,34.07,24.0,2626.0,692.0,2204.0,647.0,1.7806,INLAND
200000.0,-119.93,38.94,27.0,1709.0,408.0,97.0,44.0,2.4917,INLAND
141700.0,-118.19,33.79,30.0,3107.0,994.0,3543.0,850.0,1.9387,NEAR OCEAN
225000.0,-122.42,37.79,52.0,2737.0,1241.0,1761.0,1029.0,1.8068,NEAR BAY
84200.0,-121.38,38.68,35.0,1643.0,298.0,831.0,305.0,4.0673,INLAND
82100.0,-122.18,37.75,36.0,1047.0,214.0,651.0,166.0,1.712,NEAR BAY
89300.0,-117.23,33.79,17.0,3318.0,759.0,2016.0,673.0,2.2969,INLAND
500001.0,-122.43,37.8,52.0,1380.0,322.0,553.0,288.0,4.0417,NEAR BAY
262100.0,-118.62,34.26,15.0,10860.0,1653.0,4178.0,1581.0,6.3249,<1H OCEAN
182800.0,-116.87,34.24,15.0,4419.0,822.0,622.0,267.0,3.9688,INLAND
175000.0,-118.16,34.09,33.0,1515.0,415.0,1345.0,346.0,2.375,<1H OCEAN
500001.0,-122.42,37.8,52.0,4985.0,1355.0,1848.0,1255.0,4.9211,NEAR BAY
186600.0,-120.98,38.67,13.0,3432.0,516.0,1286.0,470.0,5.584,INLAND
169200.0,-118.06,33.98,40.0,1723.0,370.0,1221.0,370.0,3.3562,<1H OCEAN
188000.0,-117.95,33.76,29.0,1829.0,366.0,1703.0,343.0,4.1295,<1H OCEAN
187500.0,-117.86,33.79,34.0,1883.0,408.0,1227.0,424.0,3.8929,<1H OCEAN
87900.0,-118.17,34.87,9.0,1507.0,293.0,761.0,278.0,3.0184,INLAND
83500.0,-121.97,38.04,38.0,2505.0,554.0,1595.0,498.0,2.5833,INLAND
162500.0,-117.99,33.81,46.0,38.0,8.0,66.0,14.0,4.1667,<1H OCEAN
125000.0,-117.41,33.97,24.0,950.0,183.0,383.0,182.0,3.0694,INLAND
458300.0,-118.37,33.81,36.0,2031.0,339.0,817.0,337.0,5.1271,NEAR OCEAN
212500.0,-118.06,33.8,22.0,1892.0,442.0,1015.0,404.0,4.1379,<1H OCEAN
184800.0,-121.83,37.38,31.0,3633.0,843.0,2677.0,797.0,3.2222,<1H OCEAN
82300.0,-121.56,38.58,32.0,2070.0,561.0,2046.0,523.0,1.9426,INLAND
166100.0,-118.06,33.99,47.0,1588.0,309.0,827.0,292.0,3.7833,<1H OCEAN
185100.0,-118.44,34.21,37.0,1665.0,335.0,1011.0,343.0,4.8703,<1H OCEAN
183000.0,-118.29,33.84,33.0,896.0,208.0,843.0,200.0,3.5,<1H OCEAN
105700.0,-118.29,33.94,47.0,1782.0,338.0,1003.0,329.0,2.5398,<1H OCEAN
137500.0,-118.1,34.71,16.0,3914.0,819.0,1524.0,795.0,2.415,INLAND
150900.0,-119.82,36.81,25.0,3305.0,551.0,1149.0,500.0,5.0698,INLAND
249500.0,-121.81,37.26,16.0,1911.0,327.0,1158.0,332.0,5.9359,<1H OCEAN
347700.0,-118.63,34.16,33.0,2896.0,455.0,1116.0,411.0,6.0192,<1H OCEAN
215200.0,-120.2,34.61,15.0,2958.0,690.0,1348.0,617.0,3.8582,NEAR OCEAN
254200.0,-118.24,34.23,43.0,1061.0,208.0,514.0,208.0,6.01,<1H OCEAN
56100.0,-121.57,39.5,31.0,2023.0,469.0,1073.0,436.0,1.5714,INLAND
223200.0,-122.07,37.7,32.0,3400.0,736.0,1487.0,694.0,3.0,NEAR BAY
164000.0,-121.35,38.62,28.0,4175.0,796.0,2032.0,830.0,3.4299,INLAND
210700.0,-117.18,32.92,4.0,15025.0,2616.0,7560.0,2392.0,5.196,<1H OCEAN
150900.0,-117.21,33.61,7.0,7722.0,1324.0,2975.0,1161.0,3.6273,<1H OCEAN
89100.0,-118.23,33.91,27.0,1694.0,393.0,1890.0,373.0,3.0341,<1H OCEAN
90600.0,-120.18,36.59,25.0,948.0,198.0,613.0,171.0,2.3026,INLAND
320800.0,-117.7,33.47,20.0,1577.0,363.0,764.0,333.0,4.1563,<1H OCEAN
500001.0,-122.28,37.49,25.0,7335.0,1157.0,2626.0,1049.0,6.5475,NEAR OCEAN
63800.0,-121.29,37.94,40.0,2827.0,655.0,2037.0,574.0,2.0303,INLAND
472800.0,-122.19,37.43,39.0,2392.0,420.0,937.0,406.0,6.6136,NEAR OCEAN
112500.0,-121.45,36.51,29.0,1045.0,311.0,1245.0,273.0,1.775,<1H OCEAN
159400.0,-117.13,32.58,32.0,1870.0,437.0,1142.0,426.0,2.3194,NEAR OCEAN
88300.0,-121.02,37.64,42.0,1437.0,307.0,1035.0,284.0,2.1036,INLAND
411200.0,-122.0,37.36,17.0,2070.0,,797.0,275.0,8.6155,<1H OCEAN
179000.0,-121.83,37.32,21.0,4559.0,1163.0,5124.0,1124.0,3.2052,<1H OCEAN
154800.0,-121.93,38.02,13.0,1524.0,286.0,940.0,308.0,5.1337,INLAND
196500.0,-122.62,38.25,24.0,2388.0,358.0,1187.0,362.0,4.6534,<1H OCEAN
101600.0,-117.38,33.98,52.0,2274.0,571.0,1167.0,504.0,2.0284,INLAND
214800.0,-119.09,34.35,20.0,4725.0,881.0,2823.0,869.0,4.0122,<1H OCEAN
214600.0,-119.19,34.25,12.0,232.0,37.0,79.0,35.0,4.1667,NEAR OCEAN
222600.0,-117.24,33.36,11.0,2786.0,480.0,1250.0,450.0,4.5,<1H OCEAN
209400.0,-118.14,33.79,23.0,2573.0,688.0,1478.0,604.0,3.4833,NEAR OCEAN
436700.0,-118.49,34.03,31.0,4949.0,1293.0,1985.0,1244.0,4.252,<1H OCEAN
168600.0,-117.89,34.1,34.0,2048.0,411.0,1456.0,416.0,3.125,<1H OCEAN
200900.0,-117.97,33.83,22.0,3310.0,688.0,1807.0,674.0,4.0185,<1H OCEAN
106300.0,-118.92,35.13,29.0,1297.0,262.0,909.0,253.0,1.9236,INLAND
173700.0,-116.98,32.74,24.0,977.0,147.0,454.0,169.0,4.9286,<1H OCEAN
214100.0,-118.14,33.87,44.0,1607.0,271.0,799.0,283.0,5.084,<1H OCEAN
59600.0,-117.06,34.9,36.0,2828.0,916.0,1762.0,736.0,1.4318,INLAND
347600.0,-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,NEAR BAY
325000.0,-118.27,34.05,25.0,1316.0,836.0,2796.0,784.0,1.7866,<1H OCEAN
160400.0,-116.92,32.8,33.0,1518.0,268.0,857.0,272.0,3.5586,<1H OCEAN
256700.0,-118.06,34.1,43.0,1833.0,355.0,786.0,334.0,3.5761,<1H OCEAN
500001.0,-118.53,34.09,37.0,5477.0,833.0,1925.0,757.0,8.1888,<1H OCEAN
217900.0,-117.91,33.65,24.0,885.0,321.0,590.0,254.0,2.625,<1H OCEAN
58800.0,-119.79,36.78,38.0,1912.0,456.0,1131.0,408.0,2.03,INLAND
281100.0,-122.26,38.31,33.0,4518.0,704.0,1776.0,669.0,5.2444,NEAR BAY
102700.0,-117.19,34.06,21.0,6107.0,1559.0,2805.0,1444.0,2.5643,INLAND
194900.0,-118.2,33.8,52.0,1786.0,445.0,1090.0,430.0,2.8988,NEAR OCEAN
158100.0,-118.15,33.97,32.0,1174.0,373.0,1758.0,361.0,2.4263,<1H OCEAN
500001.0,-117.72,33.49,4.0,3623.0,734.0,1129.0,530.0,5.7281,<1H OCEAN
325000.0,-122.41,37.76,52.0,351.0,81.0,308.0,75.0,2.6667,NEAR BAY
140500.0,-123.85,39.39,23.0,4671.0,912.0,2095.0,857.0,3.184,<1H OCEAN
272600.0,-118.07,34.12,43.0,1554.0,287.0,802.0,277.0,4.2312,INLAND
431000.0,-121.97,37.64,32.0,1283.0,194.0,485.0,171.0,6.0574,<1H OCEAN
165300.0,-117.27,34.48,8.0,1794.0,276.0,690.0,271.0,3.662,INLAND
207000.0,-117.19,32.81,33.0,5226.0,833.0,2221.0,839.0,5.1491,NEAR OCEAN
162500.0,-121.83,37.95,17.0,1133.0,244.0,716.0,235.0,2.875,INLAND
168600.0,-117.94,33.85,26.0,1888.0,429.0,1550.0,458.0,3.3393,<1H OCEAN
165100.0,-122.5,38.35,25.0,1566.0,352.0,784.0,362.0,3.075,<1H OCEAN
77400.0,-119.04,36.09,15.0,2288.0,401.0,1238.0,429.0,3.0278,INLAND
334800.0,-121.2,38.73,11.0,4897.0,636.0,1931.0,616.0,7.7499,INLAND
142600.0,-118.19,34.03,50.0,1183.0,246.0,851.0,231.0,3.2639,<1H OCEAN
125000.0,-117.71,34.1,41.0,555.0,130.0,1492.0,123.0,2.2813,INLAND
260500.0,-117.85,33.9,20.0,4026.0,648.0,1997.0,650.0,5.5918,<1H OCEAN
252600.0,-121.7,36.67,37.0,641.0,129.0,458.0,142.0,3.3456,<1H OCEAN
223500.0,-118.03,33.76,32.0,2980.0,494.0,1370.0,481.0,5.0866,<1H OCEAN
350800.0,-118.39,33.97,46.0,2198.0,352.0,839.0,335.0,6.5778,<1H OCEAN
353600.0,-118.43,34.16,34.0,2459.0,489.0,1139.0,463.0,4.0347,<1H OCEAN
149000.0,-121.1,37.8,35.0,1853.0,331.0,958.0,340.0,3.3578,INLAND
500001.0,-122.2,37.4,30.0,2612.0,338.0,980.0,324.0,10.0481,NEAR OCEAN
223900.0,-119.16,34.17,17.0,7982.0,1603.0,6437.0,1596.0,4.1279,NEAR OCEAN
122500.0,-117.09,32.76,31.0,1235.0,387.0,816.0,397.0,1.5517,NEAR OCEAN
288700.0,-118.08,33.85,19.0,4261.0,678.0,2621.0,661.0,6.2427,<1H OCEAN
140300.0,-118.18,34.06,45.0,934.0,228.0,893.0,192.0,2.53,<1H OCEAN
76500.0,-119.13,36.3,33.0,3379.0,612.0,1565.0,618.0,2.7321,INLAND
205900.0,-121.88,37.33,45.0,1192.0,371.0,1084.0,345.0,2.8594,<1H OCEAN
329800.0,-117.95,33.66,26.0,1787.0,227.0,639.0,224.0,6.8226,<1H OCEAN
175000.0,-122.78,38.37,21.0,795.0,163.0,414.0,162.0,3.7991,<1H OCEAN
115200.0,-121.14,37.47,38.0,2427.0,450.0,1272.0,474.0,2.8833,INLAND
273600.0,-122.04,37.38,38.0,2850.0,550.0,1518.0,514.0,4.2028,<1H OCEAN
273500.0,-122.07,37.52,3.0,14014.0,2861.0,7205.0,2753.0,6.0824,NEAR BAY
214100.0,-118.02,33.84,35.0,3473.0,563.0,2091.0,580.0,4.4821,<1H OCEAN
201700.0,-118.09,34.1,27.0,6010.0,1532.0,3620.0,1445.0,2.7436,<1H OCEAN
87500.0,-122.72,40.17,16.0,396.0,78.0,188.0,72.0,1.3889,INLAND
247600.0,-122.48,38.51,49.0,1977.0,393.0,741.0,339.0,3.1312,INLAND
245300.0,-121.94,37.24,35.0,1484.0,244.0,664.0,238.0,4.675,<1H OCEAN
145500.0,-117.14,32.76,32.0,2587.0,681.0,1246.0,650.0,2.1727,NEAR OCEAN
239900.0,-118.49,34.26,27.0,2722.0,468.0,1164.0,419.0,4.6591,<1H OCEAN
149100.0,-118.2,33.85,33.0,2557.0,731.0,2286.0,700.0,2.3041,<1H OCEAN
182100.0,-118.15,34.2,52.0,1786.0,306.0,1018.0,322.0,4.1518,INLAND
131000.0,-117.0,32.7,23.0,2785.0,468.0,1456.0,449.0,4.3714,NEAR OCEAN
156300.0,-118.02,34.07,21.0,3245.0,959.0,3528.0,887.0,2.3236,INLAND
344700.0,-122.05,37.37,27.0,3885.0,661.0,1537.0,606.0,6.6085,<1H OCEAN
98300.0,-117.34,34.49,9.0,3293.0,585.0,1678.0,530.0,3.2941,INLAND
307400.0,-118.14,33.77,49.0,2792.0,690.0,1301.0,648.0,3.2917,NEAR OCEAN
350900.0,-118.34,33.83,35.0,1818.0,353.0,853.0,321.0,5.8972,<1H OCEAN
198800.0,-117.93,33.82,28.0,2444.0,555.0,1848.0,567.0,3.0179,<1H OCEAN
279800.0,-121.98,37.32,17.0,9789.0,2552.0,4748.0,2206.0,4.2531,<1H OCEAN
139900.0,-117.05,32.61,31.0,4033.0,715.0,2585.0,715.0,3.5096,NEAR OCEAN
262500.0,-121.94,37.3,25.0,1455.0,370.0,734.0,331.0,3.2727,<1H OCEAN
337500.0,-118.41,33.92,22.0,2340.0,584.0,1141.0,554.0,4.5729,<1H OCEAN
142100.0,-123.21,39.18,17.0,2772.0,576.0,1501.0,584.0,2.6275,<1H OCEAN
119100.0,-122.22,37.78,51.0,1637.0,463.0,1543.0,393.0,2.489,NEAR BAY
178600.0,-117.16,32.78,24.0,3566.0,765.0,1697.0,722.0,3.6375,NEAR OCEAN
143000.0,-121.06,38.91,18.0,6501.0,1416.0,2954.0,1373.0,2.5373,INLAND
163000.0,-117.02,32.78,31.0,2567.0,,1198.0,499.0,3.4659,<1H OCEAN
151800.0,-117.94,34.03,35.0,1375.0,249.0,1015.0,239.0,4.0521,<1H OCEAN
252400.0,-122.48,37.69,42.0,2993.0,512.0,1594.0,546.0,4.4821,NEAR OCEAN
288500.0,-122.67,38.25,32.0,1333.0,235.0,660.0,206.0,4.0729,<1H OCEAN
119800.0,-117.39,34.13,9.0,2228.0,398.0,1316.0,370.0,4.1632,INLAND
55000.0,-119.71,36.81,9.0,1122.0,290.0,662.0,284.0,2.0536,INLAND
291500.0,-117.09,32.77,31.0,3062.0,,1263.0,539.0,3.0875,NEAR OCEAN
457500.0,-122.07,37.37,22.0,3770.0,727.0,1657.0,762.0,4.8021,NEAR BAY
55000.0,-121.42,38.56,21.0,2066.0,748.0,2548.0,734.0,1.3571,INLAND
70000.0,-123.19,39.12,38.0,267.0,57.0,196.0,60.0,2.3125,<1H OCEAN
348500.0,-122.48,37.77,52.0,2556.0,595.0,1202.0,568.0,3.8899,NEAR BAY
94500.0,-118.12,34.6,33.0,2189.0,497.0,1459.0,443.0,2.3958,INLAND
127900.0,-121.85,37.33,16.0,2987.0,874.0,4241.0,841.0,2.8024,<1H OCEAN
208300.0,-118.27,34.06,33.0,1416.0,686.0,2013.0,614.0,1.9818,<1H OCEAN
109900.0,-117.22,34.48,7.0,2449.0,447.0,1217.0,408.0,3.6646,INLAND
500001.0,-122.48,37.85,42.0,6297.0,1307.0,2096.0,1205.0,6.4752,NEAR BAY
143800.0,-118.2,34.04,44.0,1399.0,386.0,1419.0,373.0,1.8224,<1H OCEAN
500001.0,-117.21,33.02,26.0,3194.0,454.0,1032.0,406.0,10.156,NEAR OCEAN
105800.0,-118.31,34.02,44.0,1555.0,324.0,931.0,265.0,1.4712,<1H OCEAN
199600.0,-118.49,34.43,15.0,8244.0,1409.0,4453.0,1357.0,5.4829,<1H OCEAN
500001.0,-119.39,34.32,19.0,3238.0,629.0,1195.0,443.0,4.8472,NEAR OCEAN
345700.0,-122.56,37.98,36.0,2649.0,542.0,1111.0,557.0,4.8056,NEAR BAY
123600.0,-119.77,36.85,8.0,1519.0,234.0,711.0,248.0,5.9897,INLAND
89200.0,-117.33,34.07,32.0,2086.0,458.0,1355.0,412.0,2.5238,INLAND
197000.0,-121.97,37.53,35.0,2277.0,420.0,1353.0,413.0,4.75,<1H OCEAN
182700.0,-122.27,37.86,49.0,2052.0,435.0,924.0,414.0,2.5417,NEAR BAY
245800.0,-117.24,32.79,20.0,961.0,278.0,525.0,254.0,3.1838,NEAR OCEAN
145600.0,-117.12,33.61,2.0,2569.0,431.0,1232.0,388.0,4.3651,<1H OCEAN
211000.0,-121.76,36.83,28.0,1445.0,268.0,1017.0,284.0,3.6693,<1H OCEAN
73000.0,-121.43,38.62,36.0,1765.0,438.0,1008.0,382.0,2.0639,INLAND
500001.0,-118.33,34.08,52.0,1777.0,454.0,671.0,439.0,3.5083,<1H OCEAN
142900.0,-121.27,38.71,16.0,4082.0,666.0,1912.0,652.0,4.4609,INLAND
68300.0,-116.98,33.93,33.0,376.0,83.0,267.0,88.0,2.1581,INLAND
231800.0,-122.19,37.79,45.0,2718.0,451.0,1106.0,454.0,4.6563,NEAR BAY
216500.0,-117.31,33.94,7.0,11232.0,1791.0,4218.0,1644.0,5.2713,INLAND
144800.0,-120.29,37.94,17.0,1459.0,297.0,753.0,271.0,3.05,INLAND
141100.0,-118.21,34.03,44.0,1550.0,407.0,1718.0,403.0,2.5268,<1H OCEAN
61100.0,-116.51,33.96,16.0,4913.0,1395.0,2518.0,1132.0,1.4665,INLAND
93200.0,-119.38,36.3,14.0,1932.0,330.0,997.0,291.0,3.6875,INLAND
278700.0,-117.65,33.6,15.0,5736.0,,2529.0,762.0,6.4114,<1H OCEAN
61600.0,-121.68,39.29,29.0,1860.0,400.0,1137.0,365.0,1.5281,INLAND
116700.0,-120.65,38.5,10.0,1783.0,337.0,638.0,262.0,2.65,INLAND
257500.0,-118.03,33.78,26.0,2001.0,302.0,836.0,298.0,5.1061,<1H OCEAN
244600.0,-122.85,38.62,16.0,4418.0,704.0,1908.0,697.0,4.5913,<1H OCEAN
232800.0,-121.95,38.43,19.0,3011.0,551.0,1665.0,535.0,5.1534,INLAND
134700.0,-118.35,34.02,52.0,427.0,92.0,233.0,116.0,3.25,<1H OCEAN
203800.0,-119.27,34.27,44.0,1312.0,279.0,668.0,278.0,4.09,NEAR OCEAN
355000.0,-122.57,37.98,49.0,2860.0,552.0,1178.0,522.0,4.625,NEAR BAY
407200.0,-122.09,37.38,36.0,2587.0,416.0,1055.0,410.0,6.1995,NEAR BAY
115000.0,-117.37,34.08,17.0,2029.0,404.0,1190.0,437.0,2.9554,INLAND
500001.0,-118.04,34.12,44.0,2007.0,288.0,921.0,307.0,6.5989,INLAND
148800.0,-118.18,34.09,40.0,2744.0,708.0,2747.0,674.0,2.6226,<1H OCEAN
64400.0,-115.58,32.79,14.0,1687.0,507.0,762.0,451.0,1.6635,INLAND
219900.0,-119.19,34.22,26.0,3175.0,736.0,2460.0,775.0,3.125,NEAR OCEAN
500001.0,-117.91,33.62,32.0,1997.0,427.0,944.0,426.0,4.4063,<1H OCEAN
257400.0,-117.68,33.63,13.0,5830.0,921.0,2897.0,891.0,6.2403,<1H OCEAN
91800.0,-117.66,34.06,39.0,1405.0,339.0,1489.0,336.0,1.608,INLAND
203300.0,-118.52,34.22,35.0,1620.0,272.0,1052.0,248.0,5.5209,<1H OCEAN
165800.0,-118.08,33.98,36.0,1492.0,282.0,1041.0,270.0,4.0677,<1H OCEAN
500001.0,-122.44,37.8,52.0,2865.0,593.0,1029.0,577.0,5.2539,NEAR BAY
65200.0,-119.02,36.05,22.0,2078.0,431.0,1336.0,456.0,2.2202,INLAND
44500.0,-119.75,36.76,32.0,2072.0,497.0,2002.0,470.0,1.3278,INLAND
146200.0,-119.12,35.37,13.0,4527.0,713.0,2170.0,671.0,4.8266,INLAND
142800.0,-118.2,34.05,36.0,2672.0,675.0,2883.0,674.0,2.0885,<1H OCEAN
285600.0,-122.58,38.08,27.0,10839.0,1637.0,4406.0,1623.0,5.615,NEAR BAY
61400.0,-120.06,36.96,44.0,1288.0,295.0,723.0,287.0,1.6534,INLAND
439000.0,-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6.9014,<1H OCEAN
257200.0,-117.98,33.91,16.0,10621.0,1782.0,3836.0,1480.0,5.0923,<1H OCEAN
410000.0,-118.46,34.05,25.0,6902.0,2138.0,3136.0,1844.0,2.6509,<1H OCEAN
219400.0,-121.82,37.31,15.0,1504.0,294.0,1267.0,291.0,5.5145,<1H OCEAN
191600.0,-117.02,34.03,19.0,4415.0,648.0,1627.0,619.0,4.2361,INLAND
214000.0,-118.26,34.12,45.0,2839.0,698.0,1768.0,653.0,3.1306,<1H OCEAN
220400.0,-118.14,34.07,52.0,695.0,145.0,523.0,170.0,3.665,<1H OCEAN
90800.0,-117.28,34.09,44.0,376.0,,273.0,107.0,2.2917,INLAND
201800.0,-118.0,33.81,33.0,2970.0,547.0,1869.0,539.0,4.3636,<1H OCEAN
215500.0,-117.99,33.82,33.0,2342.0,475.0,1367.0,509.0,4.1167,<1H OCEAN
232000.0,-118.35,34.17,44.0,2572.0,613.0,1280.0,570.0,3.5583,<1H OCEAN
294800.0,-121.99,37.77,14.0,8213.0,1364.0,3283.0,1286.0,5.1755,<1H OCEAN
171200.0,-117.24,33.38,16.0,2792.0,525.0,1696.0,516.0,3.668,<1H OCEAN
500001.0,-117.65,33.48,6.0,1638.0,188.0,572.0,174.0,13.0502,<1H OCEAN
162700.0,-118.07,33.9,42.0,1007.0,224.0,776.0,228.0,3.8672,<1H OCEAN
456200.0,-118.46,34.02,45.0,3803.0,970.0,1690.0,871.0,3.0476,<1H OCEAN
213800.0,-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,4.6989,INLAND
73600.0,-119.46,36.25,32.0,1702.0,348.0,1016.0,350.0,2.5,INLAND
220700.0,-122.28,37.87,46.0,3022.0,696.0,1293.0,675.0,2.543,NEAR BAY
66000.0,-121.28,37.97,47.0,2348.0,507.0,1455.0,479.0,1.65,INLAND
339800.0,-117.9,33.64,28.0,2466.0,507.0,1081.0,465.0,3.9375,<1H OCEAN
187500.0,-118.11,34.06,30.0,1547.0,436.0,1700.0,410.0,2.5488,<1H OCEAN
175000.0,-119.05,35.34,14.0,3580.0,984.0,1933.0,912.0,2.6637,INLAND
157200.0,-121.92,37.73,24.0,1407.0,327.0,501.0,295.0,2.4821,<1H OCEAN
145900.0,-120.98,37.59,2.0,5042.0,834.0,2784.0,787.0,4.6484,INLAND
139100.0,-120.96,39.12,24.0,2069.0,436.0,909.0,374.0,2.5326,INLAND
133700.0,-121.75,37.3,23.0,1801.0,415.0,548.0,393.0,2.5052,<1H OCEAN
441400.0,-122.02,37.87,14.0,3056.0,369.0,1209.0,377.0,8.4352,NEAR BAY
222500.0,-118.36,33.91,41.0,2048.0,439.0,1191.0,429.0,3.8,<1H OCEAN
315000.0,-118.31,34.16,37.0,2144.0,446.0,860.0,435.0,3.9464,<1H OCEAN
114200.0,-122.35,37.96,36.0,2191.0,531.0,1563.0,524.0,2.5164,NEAR BAY
360900.0,-122.12,37.41,33.0,2892.0,617.0,1250.0,581.0,5.3727,NEAR BAY
428600.0,-119.0,34.08,17.0,1822.0,438.0,578.0,291.0,5.4346,NEAR OCEAN
60300.0,-119.35,36.21,26.0,2481.0,586.0,1445.0,498.0,1.6378,INLAND
462800.0,-117.97,33.89,14.0,923.0,136.0,420.0,130.0,10.2252,<1H OCEAN
500000.0,-121.89,36.6,19.0,656.0,200.0,248.0,173.0,1.2656,<1H OCEAN
396900.0,-118.04,33.71,12.0,4014.0,868.0,1605.0,769.0,6.0102,<1H OCEAN
175000.0,-118.14,34.18,52.0,1700.0,317.0,996.0,329.0,3.9688,<1H OCEAN
320300.0,-118.11,34.16,52.0,2489.0,437.0,1101.0,438.0,4.2065,INLAND
325200.0,-118.31,33.86,29.0,2243.0,361.0,1051.0,352.0,6.6632,<1H OCEAN
58300.0,-115.56,32.79,18.0,1178.0,438.0,1377.0,429.0,1.3373,INLAND
354200.0,-117.17,32.76,45.0,3149.0,639.0,1160.0,661.0,2.7266,NEAR OCEAN
193400.0,-117.93,33.79,34.0,3592.0,616.0,2138.0,605.0,5.2129,<1H OCEAN
279600.0,-118.1,34.17,46.0,1774.0,315.0,753.0,330.0,4.7241,INLAND
82500.0,-121.01,37.65,52.0,178.0,53.0,152.0,62.0,0.4999,INLAND
260000.0,-118.02,33.83,16.0,1139.0,328.0,665.0,290.0,3.2933,<1H OCEAN
286700.0,-118.44,34.17,25.0,4966.0,1134.0,1941.0,958.0,3.8081,<1H OCEAN
327500.0,-121.77,37.65,16.0,4290.0,554.0,1952.0,576.0,7.3588,INLAND
162800.0,-121.04,37.66,11.0,1658.0,301.0,913.0,298.0,4.1705,INLAND
67000.0,-119.02,35.41,21.0,2534.0,554.0,1297.0,517.0,2.0575,INLAND
125700.0,-117.27,34.39,6.0,6988.0,1121.0,3660.0,1092.0,4.2224,INLAND
202700.0,-122.67,38.43,17.0,2007.0,400.0,895.0,403.0,3.2813,<1H OCEAN
170800.0,-121.89,37.35,43.0,1185.0,296.0,933.0,244.0,2.925,<1H OCEAN
232600.0,-122.03,36.96,18.0,2677.0,785.0,1391.0,656.0,2.5067,NEAR OCEAN
113000.0,-119.33,36.31,15.0,1472.0,228.0,892.0,257.0,5.3909,INLAND
263600.0,-121.9,37.27,28.0,4538.0,685.0,1996.0,667.0,5.4609,<1H OCEAN
42500.0,-120.69,35.34,16.0,164.0,30.0,542.0,32.0,1.6563,NEAR OCEAN
157300.0,-122.16,37.48,36.0,2238.0,479.0,1949.0,457.0,2.3769,NEAR BAY
270000.0,-121.59,36.55,34.0,737.0,140.0,362.0,138.0,5.1788,<1H OCEAN
143700.0,-118.34,33.93,33.0,4294.0,1224.0,4512.0,1189.0,2.8304,<1H OCEAN
100000.0,-116.8,33.8,35.0,324.0,63.0,158.0,39.0,3.4167,INLAND
167100.0,-117.63,34.37,20.0,7052.0,1306.0,2197.0,810.0,3.7252,INLAND
163100.0,-118.15,34.19,38.0,1750.0,411.0,1398.0,409.0,2.3967,<1H OCEAN
27500.0,-114.67,33.92,17.0,97.0,24.0,29.0,15.0,1.2656,INLAND
163400.0,-121.04,38.81,11.0,3522.0,623.0,1456.0,544.0,3.93,INLAND
328500.0,-118.04,33.85,18.0,3628.0,546.0,1922.0,544.0,7.5057,<1H OCEAN
237500.0,-122.21,37.48,20.0,505.0,216.0,326.0,216.0,2.9286,NEAR BAY
349300.0,-121.82,36.95,16.0,2599.0,430.0,1417.0,445.0,4.6611,<1H OCEAN
55000.0,-116.88,33.93,37.0,1495.0,429.0,865.0,342.0,1.2188,INLAND
292900.0,-118.47,34.19,33.0,3879.0,943.0,2113.0,843.0,3.892,<1H OCEAN
193800.0,-122.09,37.65,35.0,1184.0,200.0,572.0,194.0,4.7143,NEAR BAY
130600.0,-121.32,38.67,10.0,3908.0,890.0,1898.0,798.0,2.8426,INLAND
177200.0,-117.02,32.8,27.0,2369.0,370.0,927.0,374.0,4.1162,<1H OCEAN
